w-full src,font-bold,text-sm,mx-2,hidden,text-sm href,text-sm (2),text-sm (3),text-red-500,text-lg
https://media-cdn.factba.se/realdonaldtrump-twitter/822507434396753921.jpg,Donald Trump,@realDonaldTrump,•,"January 20, 2017 @ 1:13 PM ET",https://x.com/realdonaldtrump/status/822507434396753921,View on X,"TO ALL AMERICANS🇺🇸
 https://www.facebook.com/DonaldTrump/posts/10158510987625725 …",,
https://media-cdn.factba.se/realdonaldtrump-twitter/822504142178500608.jpg,Donald Trump,@realDonaldTrump,•,"January 20, 2017 @ 1:00 PM ET",https://x.com/realdonaldtrump/status/822504142178500608,View on X,"So to all Americans, in every city near and far, small and large, from mountain to mountain... https://www.facebook.com/DonaldTrump/posts/10158510880180725 …",,
https://media-cdn.factba.se/realdonaldtrump-twitter/822503558369181697.jpg,Donald Trump,@realDonaldTrump,•,"January 20, 2017 @ 12:58 PM ET",https://x.com/realdonaldtrump/status/822503558369181697,View on X,It is time to remember that... https://www.facebook.com/DonaldTrump/posts/10158510858055725 …,,
https://media-cdn.factba.se/realdonaldtrump-twitter/822502887477673984.jpg,Donald Trump,@realDonaldTrump,•,"January 20, 2017 @ 12:55 PM ET",https://x.com/realdonaldtrump/status/822502887477673984,View on X,"We will follow two simple rules: BUY AMERICAN & HIRE AMERICAN!
#InaugurationDay #MAGA🇺🇸",,
https://media-cdn.factba.se/realdonaldtrump-twitter/822502601304526848.jpg,Donald Trump,@realDonaldTrump,•,"January 20, 2017 @ 12:54 PM ET",https://x.com/realdonaldtrump/status/822502601304526848,View on X,We will bring back our jobs. We will bring back our borders. We will bring back our wealth - and we will bring back our dreams!,,
https://media-cdn.factba.se/realdonaldtrump-twitter/822502450007515137.jpg,Donald Trump,@realDonaldTrump,•,"January 20, 2017 @ 12:54 PM ET",https://x.com/realdonaldtrump/status/822502450007515137,View on X,"The forgotten men and women of our country will be forgotten no longer. From this moment on, it’s going to be #AmericaFirst🇺🇸",,
https://media-cdn.factba.se/realdonaldtrump-twitter/822502270503972872.jpg,Donald Trump,@realDonaldTrump,•,"January 20, 2017 @ 12:53 PM ET",https://x.com/realdonaldtrump/status/822502270503972872,View on X,"January 20th 2017, will be remembered as the day the people became the rulers of this nation again.",,
https://media-cdn.factba.se/realdonaldtrump-twitter/822502135233384448.jpg,Donald Trump,@realDonaldTrump,•,"January 20, 2017 @ 12:52 PM ET",https://x.com/realdonaldtrump/status/822502135233384448,View on X,"What truly matters is not which party controls our government, but whether our government is controlled by the people.",,
https://media-cdn.factba.se/realdonaldtrump-twitter/822501939267141634.jpg,Donald Trump,@realDonaldTrump,•,"January 20, 2017 @ 12:51 PM ET",https://x.com/realdonaldtrump/status/822501939267141634,View on X,"power from Washington, D.C. and giving it back to you, the American People. #InaugurationDay",,
https://media-cdn.factba.se/realdonaldtrump-twitter/822501803615014918.jpg,Donald Trump,@realDonaldTrump,•,"January 20, 2017 @ 12:51 PM ET",https://x.com/realdonaldtrump/status/822501803615014918,View on X,"Today we are not merely transferring power from one Administration to another, or from one party to another – but we are transferring...",,
https://media-cdn.factba.se/realdonaldtrump-twitter/822421390125043713.jpg,Donald Trump,@realDonaldTrump,•,"January 20, 2017 @ 7:31 AM ET",https://x.com/realdonaldtrump/status/822421390125043713,View on X,It all begins today! I will see you at 11:00 A.M. for the swearing-in. THE MOVEMENT CONTINUES - THE WORK BEGINS!,,
https://media-cdn.factba.se/realdonaldtrump-twitter/822298747421986828.jpg,Donald Trump,@realDonaldTrump,•,"January 19, 2017 @ 11:24 PM ET",https://x.com/realdonaldtrump/status/822298747421986828,View on X,"Thank you for a wonderful evening in Washington, D.C. #Inauguration pic.twitter.com/a6xpFQTHj5",,
https://media-cdn.factba.se/realdonaldtrump-twitter/822242449053614081.jpg,Donald Trump,@realDonaldTrump,•,"January 19, 2017 @ 7:40 PM ET",https://x.com/realdonaldtrump/status/822242449053614081,View on X,"Thank you for joining us at the Lincoln Memorial tonight- a very special evening! Together, we are going to MAKE AMERICA GREAT AGAIN! pic.twitter.com/5d774OCx5o",,
https://media-cdn.factba.se/realdonaldtrump-twitter/822177206633955328.jpg,Donald Trump,@realDonaldTrump,•,"January 19, 2017 @ 3:21 PM ET",https://x.com/realdonaldtrump/status/822177206633955328,View on X,"Join me at 4pm over at the Lincoln Memorial with my family!
#Inauguration2017 https://twitter.com/trumpinaugural/status/822161617425203203 …",,
https://media-cdn.factba.se/realdonaldtrump-twitter/822176438627536897.jpg,Donald Trump,@realDonaldTrump,•,"January 19, 2017 @ 3:18 PM ET",https://x.com/realdonaldtrump/status/822176438627536897,View on X,Great Concert at 4:00 P.M. today at Lincoln Memorial. Enjoy!,,
https://media-cdn.factba.se/realdonaldtrump-twitter/822175285151928320.jpg,Donald Trump,@realDonaldTrump,•,"January 19, 2017 @ 3:13 PM ET",https://x.com/realdonaldtrump/status/822175285151928320,View on X,On my way! #Inauguration2017 https://twitter.com/trumpinaugural/status/822142520473829377 …,,
https://media-cdn.factba.se/realdonaldtrump-twitter/822066653953458177.jpg,Donald Trump,@realDonaldTrump,•,"January 19, 2017 @ 8:02 AM ET",https://x.com/realdonaldtrump/status/822066653953458177,View on X,"the American people. I have no doubt that we will, together, MAKE AMERICA GREAT AGAIN!",,
https://media-cdn.factba.se/realdonaldtrump-twitter/822066132307808256.jpg,Donald Trump,@realDonaldTrump,•,"January 19, 2017 @ 8:00 AM ET",https://x.com/realdonaldtrump/status/822066132307808256,View on X,"Getting ready to leave for Washington, D.C. The journey begins and I will be working and fighting very hard to make it a great journey for..",,
https://media-cdn.factba.se/realdonaldtrump-twitter/822064153426857984.jpg,Donald Trump,@realDonaldTrump,•,"January 19, 2017 @ 7:52 AM ET",https://x.com/realdonaldtrump/status/822064153426857984,View on X,"""It wasn't Donald Trump that divided this country, this country has been divided for a long time!"" Stated today by Reverend Franklin Graham.",,
https://media-cdn.factba.se/realdonaldtrump-twitter/821930600290521089.jpg,Donald Trump,@realDonaldTrump,•,"January 18, 2017 @ 11:01 PM ET",https://x.com/realdonaldtrump/status/821930600290521089,View on X,Thank you to our amazing Wounded Warriors for their service. It was an honor to be with them tonight in D.C. #Heroes https://www.facebook.com/DonaldTrump/posts/10158502102660725:0 … pic.twitter.com/wFXlWQ0XRr,,
https://media-cdn.factba.se/realdonaldtrump-twitter/821898525432811520.jpg,Donald Trump,@realDonaldTrump,•,"January 18, 2017 @ 8:54 PM ET",https://x.com/realdonaldtrump/status/821898525432811520,View on X,Great seeing @TheLeeGreenwood and Kimberly at this evenings VP dinner! #GodBlessTheUSA pic.twitter.com/SxVmaWvOFT,,
https://media-cdn.factba.se/realdonaldtrump-twitter/821844875268255744.jpg,Donald Trump,@realDonaldTrump,•,"January 18, 2017 @ 5:21 PM ET",https://x.com/realdonaldtrump/status/821844875268255744,View on X,"Looking forward to a speedy recovery for George and Barbara Bush, both hospitalized. Thank you for your wonderful letter!",,
https://media-cdn.factba.se/realdonaldtrump-twitter/821772494864580614.jpg,Donald Trump,@realDonaldTrump,•,"January 18, 2017 @ 12:33 PM ET",https://x.com/realdonaldtrump/status/821772494864580614,View on X,"Writing my inaugural address at the Winter White House, Mar-a-Lago, three weeks ago. Looking forward to Friday. #Inauguration pic.twitter.com/S701FdTCQu",,
https://media-cdn.factba.se/realdonaldtrump-twitter/821719763214880769.jpg,Donald Trump,@realDonaldTrump,•,"January 18, 2017 @ 9:03 AM ET",https://x.com/realdonaldtrump/status/821719763214880769,View on X,.@TheAlabamaBand was great last night in D.C. playing for 147 Diplomats and Ambassadors from countries around the world. Thanks Alabama!,,
https://media-cdn.factba.se/realdonaldtrump-twitter/821705440178348033.jpg,Donald Trump,@realDonaldTrump,•,"January 18, 2017 @ 8:06 AM ET",https://x.com/realdonaldtrump/status/821705440178348033,View on X,No wonder the Today Show on biased @NBC is doing so badly compared to its glorious past. Little credibility!,,
https://media-cdn.factba.se/realdonaldtrump-twitter/821703902940827648.jpg,Donald Trump,@realDonaldTrump,•,"January 18, 2017 @ 8:00 AM ET",https://x.com/realdonaldtrump/status/821703902940827648,View on X,"""Bayer AG has pledged to add U.S. jobs and investments after meeting with President-elect Donald Trump, the latest in a string..."" @WSJ",,
https://media-cdn.factba.se/realdonaldtrump-twitter/821699672687448064.jpg,Donald Trump,@realDonaldTrump,•,"January 18, 2017 @ 7:44 AM ET",https://x.com/realdonaldtrump/status/821699672687448064,View on X,"to the U.S., but had nothing to do with TRUMP, is more FAKE NEWS. Ask top CEO's of those companies for real facts. Came back because of me!",,
https://media-cdn.factba.se/realdonaldtrump-twitter/821697182235496450.jpg,Donald Trump,@realDonaldTrump,•,"January 18, 2017 @ 7:34 AM ET",https://x.com/realdonaldtrump/status/821697182235496450,View on X,"Totally biased @NBCNews went out of its way to say that the big announcement from Ford, G.M., Lockheed & others that jobs are coming back...",,
https://media-cdn.factba.se/realdonaldtrump-twitter/821686928680583169.jpg,Donald Trump,@realDonaldTrump,•,"January 18, 2017 @ 6:53 AM ET",https://x.com/realdonaldtrump/status/821686928680583169,View on X,Will be interviewed by @ainsleyearhardt on @foxandfriends - Enjoy!,,
https://media-cdn.factba.se/realdonaldtrump-twitter/821446536278274050.jpg,Donald Trump,@realDonaldTrump,•,"January 17, 2017 @ 7:58 PM ET",https://x.com/realdonaldtrump/status/821446536278274050,View on X,"RT @EricTrump: Thank you to @GolfDigest for this incredible feature! \Golfer-in-Chief\"" @RealDonaldTrump https://t.co/vpdY4jNbI4 https://t.c…""",,
https://media-cdn.factba.se/realdonaldtrump-twitter/821441044097224704.jpg,Donald Trump,@realDonaldTrump,•,"January 17, 2017 @ 7:36 PM ET",https://x.com/realdonaldtrump/status/821441044097224704,View on X,"RT @MoskowitzEva: .@BetsyDeVos has the talent, commitment, and leadership capacity to revitalize our public schools and deliver the promise…",,
https://media-cdn.factba.se/realdonaldtrump-twitter/821415698278875137.jpg,Donald Trump,@realDonaldTrump,•,"January 17, 2017 @ 12:55 PM ET",https://x.com/realdonaldtrump/status/821415698278875137,View on X,Thank you to General Motors and Walmart for starting the big jobs push back into the U.S.!,,
https://media-cdn.factba.se/realdonaldtrump-twitter/821410947864653825.jpg,Donald Trump,@realDonaldTrump,•,"January 17, 2017 @ 12:36 PM ET",https://x.com/realdonaldtrump/status/821410947864653825,View on X,"""How Trump Won--And How The Media Missed It"" http://www.breitbart.com/big-journalism/2017/01/16/media-covered-trump-without-listening-voters/ …",,
https://media-cdn.factba.se/realdonaldtrump-twitter/821369651968012288.jpg,Donald Trump,@realDonaldTrump,•,"January 17, 2017 @ 9:52 AM ET",https://x.com/realdonaldtrump/status/821369651968012288,View on X,"""thought it would be hypocritical to attend Bush's swearing-in....he doesn't believe Bush is the true elected president."" Sound familiar! WP",,
https://media-cdn.factba.se/realdonaldtrump-twitter/821368088935432196.jpg,Donald Trump,@realDonaldTrump,•,"January 17, 2017 @ 9:46 AM ET",https://x.com/realdonaldtrump/status/821368088935432196,View on X,"John Lewis said about my inauguration, ""It will be the first one that I've missed."" WRONG (or lie)! He boycotted Bush 43 also because he...",,
https://media-cdn.factba.se/realdonaldtrump-twitter/821365569366671360.jpg,Donald Trump,@realDonaldTrump,•,"January 17, 2017 @ 9:36 AM ET",https://x.com/realdonaldtrump/status/821365569366671360,View on X,"country and with the massive cost reductions I have negotiated on military purchases and more, I believe the people are seeing ""big stuff.""",,
https://media-cdn.factba.se/realdonaldtrump-twitter/821364027506966532.jpg,Donald Trump,@realDonaldTrump,•,"January 17, 2017 @ 9:30 AM ET",https://x.com/realdonaldtrump/status/821364027506966532,View on X,"With all of the jobs I am bringing back into the U.S. (even before taking office), with all of the new auto plants coming back into our.....",,
https://media-cdn.factba.se/realdonaldtrump-twitter/821344302651555840.jpg,Donald Trump,@realDonaldTrump,•,"January 17, 2017 @ 8:11 AM ET",https://x.com/realdonaldtrump/status/821344302651555840,View on X,"The same people who did the phony election polls, and were so wrong, are now doing approval rating polls. They are rigged just like before.",,
https://media-cdn.factba.se/realdonaldtrump-twitter/821342600322043905.jpg,Donald Trump,@realDonaldTrump,•,"January 17, 2017 @ 8:05 AM ET",https://x.com/realdonaldtrump/status/821342600322043905,View on X,"People are pouring into Washington in record numbers. Bikers for Trump are on their way. It will be a great Thursday, Friday and Saturday!",,
https://media-cdn.factba.se/realdonaldtrump-twitter/821177307708661761.jpg,Donald Trump,@realDonaldTrump,•,"January 16, 2017 @ 9:08 PM ET",https://x.com/realdonaldtrump/status/821177307708661761,View on X,"""@drgoodspine: @realDonaldTrump @Ivanka Trump is great, a woman with real character and class.""",,
https://media-cdn.factba.se/realdonaldtrump-twitter/821172595869577220.jpg,Donald Trump,@realDonaldTrump,•,"January 16, 2017 @ 8:49 PM ET",https://x.com/realdonaldtrump/status/821172595869577220,View on X,"At 9:00 P.M. @CNN, of all places, is doing a Special Report on my daughter, Ivanka. Considering it is CNN, can't imagine it will be great!",,
https://media-cdn.factba.se/realdonaldtrump-twitter/821170750983995392.jpg,Donald Trump,@realDonaldTrump,•,"January 16, 2017 @ 8:42 PM ET",https://x.com/realdonaldtrump/status/821170750983995392,View on X,"""@levisteveholt: @realDonaldTrump I appreciate your use of Twitter to keep us informed and maintain transparency."" Very dishonest media!",,
https://media-cdn.factba.se/realdonaldtrump-twitter/820992721120854016.jpg,Donald Trump,@realDonaldTrump,•,"January 16, 2017 @ 8:54 AM ET",https://x.com/realdonaldtrump/status/820992721120854016,View on X,Celebrate Martin Luther King Day and all of the many wonderful things that he stood for. Honor him for being the great man that he was!,,
https://media-cdn.factba.se/realdonaldtrump-twitter/820789938887294977.jpg,Donald Trump,@realDonaldTrump,•,"January 15, 2017 @ 7:29 PM ET",https://x.com/realdonaldtrump/status/820789938887294977,View on X,"much worse - just look at Syria (red line), Crimea, Ukraine and the build-up of Russian nukes. Not good! Was this the leaker of Fake News?",,
https://media-cdn.factba.se/realdonaldtrump-twitter/820786730257285120.jpg,Donald Trump,@realDonaldTrump,•,"January 15, 2017 @ 7:16 PM ET",https://x.com/realdonaldtrump/status/820786730257285120,View on X,".@FoxNews ""Outgoing CIA Chief, John Brennan, blasts Pres-Elect Trump on Russia threat. Does not fully understand."" Oh really, couldn't do...",,
https://media-cdn.factba.se/realdonaldtrump-twitter/820764134857969666.jpg,Donald Trump,@realDonaldTrump,•,"January 15, 2017 @ 5:46 PM ET",https://x.com/realdonaldtrump/status/820764134857969666,View on X,".@NBCNews is bad but Saturday Night Live is the worst of NBC. Not funny, cast is terrible, always a complete hit job. Really bad television!",,
https://media-cdn.factba.se/realdonaldtrump-twitter/820725491812487170.jpg,Donald Trump,@realDonaldTrump,•,"January 15, 2017 @ 3:13 PM ET",https://x.com/realdonaldtrump/status/820725491812487170,View on X,"about that...Those Intelligence chiefs made a mistake here, & when people make mistakes, they should APOLOGIZE."" Media should also apologize",,
https://media-cdn.factba.se/realdonaldtrump-twitter/820723387995717632.jpg,Donald Trump,@realDonaldTrump,•,"January 15, 2017 @ 3:04 PM ET",https://x.com/realdonaldtrump/status/820723387995717632,View on X,"Thank you to Bob Woodward who said, ""That is a garbage document...it never should have been presented...Trump's right to be upset (angry)...",,
https://media-cdn.factba.se/realdonaldtrump-twitter/820707210565132288.jpg,Donald Trump,@realDonaldTrump,•,"January 15, 2017 @ 2:00 PM ET",https://x.com/realdonaldtrump/status/820707210565132288,View on X,"For many years our country has been divided, angry and untrusting. Many say it will never change, the hatred is too deep. IT WILL CHANGE!!!!",,
https://media-cdn.factba.se/realdonaldtrump-twitter/820632299037409280.jpg,Donald Trump,@realDonaldTrump,•,"January 15, 2017 @ 9:02 AM ET",https://x.com/realdonaldtrump/status/820632299037409280,View on X,"will only get higher. Car companies and others, if they want to do business in our country, have to start making things here again. WIN!",,
,Donald Trump,@realDonaldTrump,•,"January 15, 2017 @ 8:59 AM ET",https://x.com/realdonaldtrump/status/820631495660408835,View on X,"The Democrats are most angry that so many Obama Democrats voted for me. With all of the jobs I am bringing back to our Nation, that number..",,
,Donald Trump,@realDonaldTrump,•,"January 14, 2017 @ 8:58 PM ET",https://x.com/realdonaldtrump/status/820450166331346944,View on X,"Inauguration Day is turning out to be even bigger than expected. January 20th, Washington D.C. Have fun!",,
,Donald Trump,@realDonaldTrump,•,"January 14, 2017 @ 7:22 PM ET",https://x.com/realdonaldtrump/status/820425770925338624,View on X,Congressman John Lewis should finally focus on the burning and crime infested inner-cities of the U.S. I can use all the help I can get!,,
https://media-cdn.factba.se/realdonaldtrump-twitter/820257714362314753.jpg,Donald Trump,@realDonaldTrump,•,"January 14, 2017 @ 8:14 AM ET",https://x.com/realdonaldtrump/status/820257714362314753,View on X,"INTELLIGENCE INSIDERS NOW CLAIM THE TRUMP DOSSIER IS ""A COMPLETE FRAUD!"" @OANN",,
https://media-cdn.factba.se/realdonaldtrump-twitter/820255947956383744.jpg,Donald Trump,@realDonaldTrump,•,"January 14, 2017 @ 8:07 AM ET",https://x.com/realdonaldtrump/status/820255947956383744,View on X,"mention crime infested) rather than falsely complaining about the election results. All talk, talk, talk - no action or results. Sad!",,
https://media-cdn.factba.se/realdonaldtrump-twitter/820251730407473153.jpg,Donald Trump,@realDonaldTrump,•,"January 14, 2017 @ 7:50 AM ET",https://x.com/realdonaldtrump/status/820251730407473153,View on X,"Congressman John Lewis should spend more time on fixing and helping his district, which is in horrible shape and falling apart (not to......",,
https://media-cdn.factba.se/realdonaldtrump-twitter/819962894616064001.jpg,Donald Trump,@realDonaldTrump,•,"January 13, 2017 @ 12:42 PM ET",https://x.com/realdonaldtrump/status/819962894616064001,View on X,"A beautiful funeral today for a real NYC hero, Detective Steven McDonald. Our law enforcement community has my complete and total support.",,
https://media-cdn.factba.se/realdonaldtrump-twitter/819869953692155904.jpg,Donald Trump,@realDonaldTrump,•,"January 13, 2017 @ 6:33 AM ET",https://x.com/realdonaldtrump/status/819869953692155904,View on X,"The ""Unaffordable"" Care Act will soon be history!",,
https://media-cdn.factba.se/realdonaldtrump-twitter/819868066364461058.jpg,Donald Trump,@realDonaldTrump,•,"January 13, 2017 @ 6:25 AM ET",https://x.com/realdonaldtrump/status/819868066364461058,View on X,have been allowed to run - guilty as hell. They were VERY nice to her. She lost because she campaigned in the wrong states - no enthusiasm!,,
https://media-cdn.factba.se/realdonaldtrump-twitter/819867246352801792.jpg,Donald Trump,@realDonaldTrump,•,"January 13, 2017 @ 6:22 AM ET",https://x.com/realdonaldtrump/status/819867246352801792,View on X,What are Hillary Clinton's people complaining about with respect to the F.B.I. Based on the information they had she should never.....,,
https://media-cdn.factba.se/realdonaldtrump-twitter/819865802849587200.jpg,Donald Trump,@realDonaldTrump,•,"January 13, 2017 @ 6:16 AM ET",https://x.com/realdonaldtrump/status/819865802849587200,View on X,"released by ""Intelligence"" even knowing there is no proof, and never will be. My people will have a full report on hacking within 90 days!",,
https://media-cdn.factba.se/realdonaldtrump-twitter/819864373988573184.jpg,Donald Trump,@realDonaldTrump,•,"January 13, 2017 @ 6:11 AM ET",https://x.com/realdonaldtrump/status/819864373988573184,View on X,"Totally made up facts by sleazebag political operatives, both Democrats and Republicans - FAKE NEWS! Russia says nothing exists. Probably...",,
https://media-cdn.factba.se/realdonaldtrump-twitter/819863039902097408.jpg,Donald Trump,@realDonaldTrump,•,"January 13, 2017 @ 6:05 AM ET",https://x.com/realdonaldtrump/status/819863039902097408,View on X,It now turns out that the phony allegations against me were put together by my political opponents and a failed spy afraid of being sued....,,
https://media-cdn.factba.se/realdonaldtrump-twitter/819858926455967744.jpg,Donald Trump,@realDonaldTrump,•,"January 13, 2017 @ 5:49 AM ET",https://x.com/realdonaldtrump/status/819858926455967744,View on X,"All of my Cabinet nominee are looking good and doing a great job. I want them to be themselves and express their own thoughts, not mine!",,
https://media-cdn.factba.se/realdonaldtrump-twitter/819600124133474307.jpg,Donald Trump,@realDonaldTrump,•,"January 12, 2017 @ 12:41 PM ET",https://x.com/realdonaldtrump/status/819600124133474307,View on X,Congrats to the Senate for taking the first step to #RepealObamacare- now it's onto the House! – en Trump Tower,,
https://media-cdn.factba.se/realdonaldtrump-twitter/819550083742109696.jpg,Donald Trump,@realDonaldTrump,•,"January 12, 2017 @ 9:22 AM ET",https://x.com/realdonaldtrump/status/819550083742109696,View on X,.@CNN is in a total meltdown with their FAKE NEWS because their ratings are tanking since election and their credibility will soon be gone!,,
https://media-cdn.factba.se/realdonaldtrump-twitter/819541997325316096.jpg,Donald Trump,@realDonaldTrump,•,"January 12, 2017 @ 8:50 AM ET",https://x.com/realdonaldtrump/status/819541997325316096,View on X,Thank you to Linda Bean of L.L.Bean for your great support and courage. People will support you even more now. Buy L.L.Bean. @LBPerfectMaine,,
https://media-cdn.factba.se/realdonaldtrump-twitter/819520238446411777.jpg,Donald Trump,@realDonaldTrump,•,"January 12, 2017 @ 7:23 AM ET",https://x.com/realdonaldtrump/status/819520238446411777,View on X,"James Clapper called me yesterday to denounce the false and fictitious report that was illegally circulated. Made up, phony facts.Too bad!",,
https://media-cdn.factba.se/realdonaldtrump-twitter/819399723924803585.jpg,Donald Trump,@realDonaldTrump,•,"January 11, 2017 @ 11:24 PM ET",https://x.com/realdonaldtrump/status/819399723924803585,View on X,"""@zhu_amy3: @realDonaldTrump It's Morning in America again!!! ☀️☀️☀️Thank you President-Elect Donald Trump!!! So proud of you!!!!"" THANKS!",,
https://media-cdn.factba.se/realdonaldtrump-twitter/819393877174087682.jpg,Donald Trump,@realDonaldTrump,•,"January 11, 2017 @ 11:01 PM ET",https://x.com/realdonaldtrump/status/819393877174087682,View on X,We had a great News Conference at Trump Tower today. A couple of FAKE NEWS organizations were there but the people truly get what's going on,,
https://media-cdn.factba.se/realdonaldtrump-twitter/819164172781060096.jpg,Donald Trump,@realDonaldTrump,•,"January 11, 2017 @ 7:48 AM ET",https://x.com/realdonaldtrump/status/819164172781060096,View on X,"Intelligence agencies should never have allowed this fake news to ""leak"" into the public. One last shot at me.Are we living in Nazi Germany?",,
https://media-cdn.factba.se/realdonaldtrump-twitter/819162968592183298.jpg,Donald Trump,@realDonaldTrump,•,"January 11, 2017 @ 7:44 AM ET",https://x.com/realdonaldtrump/status/819162968592183298,View on X,"I win an election easily, a great ""movement"" is verified, and crooked opponents try to belittle our victory with FAKE NEWS. A sorry state!",,
https://media-cdn.factba.se/realdonaldtrump-twitter/819159806489591809.jpg,Donald Trump,@realDonaldTrump,•,"January 11, 2017 @ 7:31 AM ET",https://x.com/realdonaldtrump/status/819159806489591809,View on X,"Russia has never tried to use leverage over me. I HAVE NOTHING TO DO WITH RUSSIA - NO DEALS, NO LOANS, NO NOTHING!",,
https://media-cdn.factba.se/realdonaldtrump-twitter/819155311793700865.jpg,Donald Trump,@realDonaldTrump,•,"January 11, 2017 @ 7:13 AM ET",https://x.com/realdonaldtrump/status/819155311793700865,View on X,"Russia just said the unverified report paid for by political opponents is ""A COMPLETE AND TOTAL FABRICATION, UTTER NONSENSE."" Very unfair!",,
https://media-cdn.factba.se/realdonaldtrump-twitter/818994757569564673.jpg,Donald Trump,@realDonaldTrump,•,"January 11, 2017 @ 1:35 AM ET",https://x.com/realdonaldtrump/status/818994757569564673,View on X,RT @MichaelCohen212: I have never been to Prague in my life. #fakenews https://t.co/CMil9Rha3D,,
https://media-cdn.factba.se/realdonaldtrump-twitter/819000924207251456.jpg,Donald Trump,@realDonaldTrump,•,"January 10, 2017 @ 9:00 PM ET",https://x.com/realdonaldtrump/status/819000924207251456,View on X,'BuzzFeed Runs Unverifiable Trump-Russia Claims' #FakeNews http://www.lifezette.com/polizette/buzzfeed-runs-error-laden-unverifiable-trump-russia-claim/ …,,
https://media-cdn.factba.se/realdonaldtrump-twitter/818990655418617856.jpg,Donald Trump,@realDonaldTrump,•,"January 10, 2017 @ 8:19 PM ET",https://x.com/realdonaldtrump/status/818990655418617856,View on X,FAKE NEWS - A TOTAL POLITICAL WITCH HUNT!,,
https://media-cdn.factba.se/realdonaldtrump-twitter/818948254943604736.jpg,Donald Trump,@realDonaldTrump,•,"January 10, 2017 @ 5:30 PM ET",https://x.com/realdonaldtrump/status/818948254943604736,View on X,"'Trump Helps Lift Small Business Confidence to 12-Yr. High'
 http://bit.ly/2j5gad2FOXBusiness … pic.twitter.com/CWAvJ4fRdx – at Trump Tower",,
https://media-cdn.factba.se/realdonaldtrump-twitter/818922995980845056.jpg,Donald Trump,@realDonaldTrump,•,"January 10, 2017 @ 3:50 PM ET",https://x.com/realdonaldtrump/status/818922995980845056,View on X,'Small business optimism soars after Trump election' http://www.cnbc.com/2017/01/10/small-business-optimism-soars-after-trump-election.html … – at Trump Tower,,
https://media-cdn.factba.se/realdonaldtrump-twitter/818841421364989952.jpg,Donald Trump,@realDonaldTrump,•,"January 10, 2017 @ 10:26 AM ET",https://x.com/realdonaldtrump/status/818841421364989952,View on X,'U.S. Small-Business Optimism Index Surges by Most Since 1980' https://www.bloomberg.com/news/articles/2017-01-10/u-s-small-business-optimism-index-surges-by-most-since-1980 …,,
https://media-cdn.factba.se/realdonaldtrump-twitter/818643528905621504.jpg,Donald Trump,@realDonaldTrump,•,"January 9, 2017 @ 9:20 PM ET",https://x.com/realdonaldtrump/status/818643528905621504,View on X,"Thank you to all of the men and women who protect & serve our communities 24/7/365! 
#LawEnforcementAppreciationDay
 https://www.facebook.com/DonaldTrump/posts/10158443103370725:0 … pic.twitter.com/ySRNaF9Nvz",,
https://media-cdn.factba.se/realdonaldtrump-twitter/818586286034485250.jpg,Donald Trump,@realDonaldTrump,•,"January 9, 2017 @ 5:32 PM ET",https://x.com/realdonaldtrump/status/818586286034485250,View on X,An old picture with Nancy and Ronald Reagan. pic.twitter.com/8kvQ1PzPAf,,
https://media-cdn.factba.se/realdonaldtrump-twitter/818461467766824961.jpg,Donald Trump,@realDonaldTrump,•,"January 9, 2017 @ 9:16 AM ET",https://x.com/realdonaldtrump/status/818461467766824961,View on X,Ford said last week that it will expand in Michigan and U.S. instead of building a BILLION dollar plant in Mexico. Thank you Ford & Fiat C!,,
https://media-cdn.factba.se/realdonaldtrump-twitter/818460862675558400.jpg,Donald Trump,@realDonaldTrump,•,"January 9, 2017 @ 9:14 AM ET",https://x.com/realdonaldtrump/status/818460862675558400,View on X,"It's finally happening - Fiat Chrysler just announced plans to invest $1BILLION in Michigan and Ohio plants, adding 2000 jobs. This after...",,
https://media-cdn.factba.se/realdonaldtrump-twitter/818422930157830144.jpg,Donald Trump,@realDonaldTrump,•,"January 9, 2017 @ 6:43 AM ET",https://x.com/realdonaldtrump/status/818422930157830144,View on X,"""groveling"" when he totally changed a 16 year old story that he had written in order to make me look bad. Just more very dishonest media!",,
https://media-cdn.factba.se/realdonaldtrump-twitter/818421066859167746.jpg,Donald Trump,@realDonaldTrump,•,"January 9, 2017 @ 6:36 AM ET",https://x.com/realdonaldtrump/status/818421066859167746,View on X,"Hillary flunky who lost big. For the 100th time, I never ""mocked"" a disabled reporter (would never do that) but simply showed him.......",,
https://media-cdn.factba.se/realdonaldtrump-twitter/818419002548568064.jpg,Donald Trump,@realDonaldTrump,•,"January 9, 2017 @ 6:27 AM ET",https://x.com/realdonaldtrump/status/818419002548568064,View on X,"Meryl Streep, one of the most over-rated actresses in Hollywood, doesn't know me but attacked last night at the Golden Globes. She is a.....",,
https://media-cdn.factba.se/realdonaldtrump-twitter/818416446527172608.jpg,Donald Trump,@realDonaldTrump,•,"January 9, 2017 @ 6:17 AM ET",https://x.com/realdonaldtrump/status/818416446527172608,View on X,Rupert Murdoch is a great guy who likes me much better as a very successful candidate than he ever did as a very successful developer!,,
